ticker,company,sector,industry,country,market_cap,fiscal_year_end_month,biz_model,market_cap_str,exclude_analysis
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,United States,51995414528,12,"Devon Energy Corporation, an independent energy company, engages in the exploration, development, and production of oil, natural gas, and natural gas liquids in the United States. The company operates in Delaware Basin located in southeast New Mexico and west Texas, Eagle Ford located in North America, Anadarko Basin located in western Oklahoma, Williston Basin located in North Dakota, and Powder River Basin located in Wyoming.",$52.0B,False
AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,United States,51788419072,12,"AMETEK, Inc. manufactures and sells electronic instruments (EIG) and electromechanical (EMG) devices in the United States and internationally.",$51.8B,False
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,United States,51383529472,12,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally.",$51.4B,False
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,United States,51370246144,12,"Old Dominion Freight Line, Inc. operates as a less-than-truckload motor carrier in the United States and North America.",$51.4B,False
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,United States,50952699904,3,"Electronic Arts Inc. develops, markets, publishes, and delivers games, content, and services for game consoles, PCs, and mobile phones worldwide.",$51.0B,False
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,United States,50736685056,12,"Corteva, Inc. operates in the agriculture business.",$50.7B,False
AZO,"AutoZone, Inc.",Consumer Cyclical,Auto Parts,United States,50318962688,8,"AutoZone, Inc. operates as a retailer and distributor of automotive replacement parts and accessories in the United States, Mexico, and Brazil.",$50.3B,False
ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,United States,50257993728,9,"Rockwell Automation, Inc., together with its subsidiaries, provides industrial automation and digital transformation solutions in North America, Europe, the Middle East, Africa, the Asia Pacific, and Latin America. It operates in three segments: Intelligent Devices, Software & Control, and Lifecycle Services.",$50.3B,False
VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers,United States,49532100608,12,"Vistra Corp., together with its subsidiaries, operates as an integrated retail electricity and power generation company in the United States. The company operates through five segments: Retail, Texas, East, West, and Asset Closure.",$49.5B,False
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,United States,49529786368,3,"Microchip Technology Incorporated develops, manufactures, and sells smart, connected, and secure embedded control solutions in the Americas, Europe, and Asia. It operates through two segments, Semiconductor Products and Technology Licensing.",$49.5B,False
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,United States,49502146560,12,"Entergy Corporation, together with its subsidiaries, engages in the production and retail distribution of electricity in the United States. It generates, transmits, distributes, and sells electric power in portions of Arkansas, Louisiana, Mississippi, and Texas, including the City of New Orleans.",$49.5B,False
EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices,United States,49432428544,12,"Edwards Lifesciences Corporation provides products and technologies to treat advanced cardiovascular diseases in the United States, Europe, Japan, and internationally. It offers transcatheter heart valve replacement products for minimally invasive replacement of aortic heart valves under the Edwards SAPIEN family of valves system; and transcatheter heart valve repair and replacement products to treat mitral and tricuspid valve diseases under the PASCAL and EVOQUE brands.",$49.4B,False
NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,49077628928,12,"Nasdaq, Inc. operates as a technology company that serves capital markets and other industries in the United States and internationally.",$49.1B,True
XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,United States,48455806976,12,"Xcel Energy Inc., through its subsidiaries, operates as an electric and natural gas delivery company in the United States. It operates through Regulated Electric Utility and Regulated Natural Gas Utility segments.",$48.5B,False
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,United States,48147361792,12,"eBay Inc., together with its subsidiaries, operates marketplace platforms that connect buyers and sellers in the United States, the United Kingdom, China, Germany, and internationally. Its marketplace platform includes its online marketplace at ebay.com, off-platform businesses, and the eBay suite of mobile apps.",$48.1B,False
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,United States,47890411520,6,"Cardinal Health, Inc. operates as a healthcare services and products company in the United States and internationally.",$47.9B,False
ADSK,"Autodesk, Inc.",Technology,Software - Application,United States,47516127232,1,"Autodesk, Inc. engages in the provision of 3D design, engineering, and entertainment technology solutions worldwide.",$47.5B,False
FITB,Fifth Third Bancorp,Financial Services,Banks - Regional,United States,47091945472,12,"Fifth Third Bancorp operates as the bank holding company for Fifth Third Bank, National Association that provides a range of financial products and services in the United States. It operates through three segments: Commercial Banking, Consumer and Small Business Banking, and Wealth and Asset Management.",$47.1B,True
ON,ON Semiconductor Corporation,Technology,Semiconductors,United States,47006306304,12,"ON Semiconductor Corporation provides intelligent sensing and power solutions in Hong Kong, Singapore, the United Kingdom, the United States, and internationally. It operates through three segments: Power Solutions Group, Analog and Mixed-Signal Group, and Intelligent Sensing Group.",$47.0B,False
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,United States,45839724544,12,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States. The company is involved in the purchase and regulated retail sale of electricity and natural gas; transmission and distribution of electricity; and distribution of natural gas to retail customers.",$45.8B,False
GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,Switzerland,45365563392,12,"Garmin Ltd. designs, develops, manufactures, markets, and distributes a diverse range of GPS-enabled products and navigation, communications, sensor-based, and information products and services worldwide.",$45.4B,False
STT,State Street Corporation,Financial Services,Asset Management,United States,44783673344,12,"State Street Corporation provides various financial products and services to institutional investors. It offers custody, accounting, and fund administration services for traditional and alternative assets, as well as multi-asset class investments; recordkeeping, client reporting, and investment book of record, transaction management, loans, cash, derivatives, and collateral services; investor services operations outsourcing; performance, risk, and compliance analytics; financial data management to support institutional investors; foreign exchange, brokerage, and other trading services; securities finance, such as prime services products; and deposit and short-term investment facilities.",$44.8B,True
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,United States,44266770432,12,"IDEXX Laboratories, Inc. develops, manufactures, and distributes products for the companion animal veterinary, livestock and poultry, dairy, and water testing industries in the United States and internationally.",$44.3B,False
